sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
SUPIR:ava_images___436880,SUPIR,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-8.845198,-1.304656,-11.330932,-18.879154,-2.2743864,-9.403469,-23.827684,-4.057211,7.294753,-9.730121,-11.619944,-6.4364595,6.6467195,-83.83028,89.26778,-36.65174,29.468754,47.78239,12.765255,17.275944,-5.9691534,13.665214,-9.099974,-1.9938965,-4.9376497,-2.009284,-2.3251624,-0.97174233,3.7878284,0.462546,-0.6821164,-2.7022467,-2.4363213,-0.38170356,-1.9731433,3.2580543,-1.355897,-13.835714,0.69942784,4.636107,-0.6741023,1.9525347,-6.5464106,-2.9084585,1.6770229,-7.16486,3.2251227,1.9892634,-8.381264,52.707603
SUPIR:ava_images___46021,SUPIR,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-13.262516,-12.972726,-6.9310446,1.8690042,-3.181894,-12.620236,-4.3821583,-14.481195,-8.505444,-8.05463,2.0626724,-5.50921,-4.6595287,-1.1552299,-11.324653,-3.746852,-10.053375,0.7534858,-4.6514797,-0.104756355,10.783329,-4.7291975,3.1514833,-25.10926,-11.304652,-26.617916,-23.970566,72.91184,-22.307436,-2.284431,0.5436504,1.3093755,-3.038031,2.0833383,1.5819715,-1.0517845,0.82302666,-1.1702651,-0.012478471,-0.15130353,1.200723,-1.058567,0.03318906,0.3934102,0.18520164,0.43152475,1.3569796,-1.5762594,-0.62398744,0.4072331
SUPIR:ava_images___472713,SUPIR,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-7.930728,-2.9713526,1.2791004,6.0760145,-2.5284135,-3.1918297,7.188309,-4.9254622,11.866139,10.879551,-0.26338685,2.7738628,8.426777,-1.6286846,0.0020320415,2.3302863,-1.4900277,-2.3968642,2.8670135,2.3514037,-9.175765,0.7693105,3.4038398,-6.8784127,-7.8515897,-2.5923223,-4.3774514,-5.29086,-14.925053,-3.7005148,-1.3112719,-0.7065015,1.4606986,3.8378663,0.5647694,0.15775537,5.4967422,1.905444,0.036952376,6.4816785,4.9755173,-0.17108321,1.8368424,1.6940708,-1.867342,3.9850159,2.2853057,0.6753465,-3.9164486,2.5729902
SUPIR:ava_images___501777,SUPIR,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-13.1610775,-10.106038,-6.1577153,-12.643948,-2.0656643,-6.5717974,-2.4400196,-0.5220642,1.677094,-2.6008224,-6.1112385,-2.2250862,-0.95611143,1.0690235,1.1652033,1.5644984,-9.040918,-0.7349973,3.361187,-6.032721,-0.30191875,-7.6929,4.1624255,-13.03756,-7.385531,2.0258121,2.0161748,1.5169258,0.6910982,-1.2488209,-0.75677836,-1.336009,1.1785142,-0.70214534,-1.0249705,1.629332,-2.0252428,-0.30754542,-0.40933704,0.94366014,-1.2977475,1.8802108,-1.264946,-0.5490525,1.6294832,-0.14278364,-0.76908934,1.0436208,-1.7457008,4.578134
SUPIR:ava_images___564572,SUPIR,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,-17.900135,-14.404182,-12.140533,4.4821806,-1.9180152,-17.293985,1.4895768,-17.846325,-8.828078,-11.848222,19.767,-2.1152735,-5.3305483,0.064651325,-47.275795,18.0375,-44.685406,85.3678,-22.606983,55.280415,-32.62718,-5.9540267,-0.22961593,7.4872236,7.09097,7.6196966,6.111856,-6.7545323,-3.5069141,0.03503874,-0.3007707,0.42975223,-0.26425648,0.7702259,0.8894354,0.77859807,-3.7740536,-0.95441985,1.576825,-0.629269,1.7370912,-1.9474185,-0.6483834,-2.4206264,2.4708729,0.028414726,2.522717,-1.7212751,-0.54721594,0.21182987
SUPIR:ava_images___588008,SUPIR,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,-15.260481,-12.858619,-10.406765,-7.6067786,-0.24518952,-15.606955,-6.529322,-12.428619,-6.344102,-11.382051,-3.3464983,-11.960482,-6.1134725,0.25791046,-9.149108,-1.4389096,-7.44341,-1.1881951,1.9704242,-8.204164,8.722568,-9.910848,-3.2074583,-11.440344,1.2712857,-13.523617,-13.705803,-2.6046286,46.278114,3.2942185,-3.0650215,-4.454593,-1.9811287,2.085783,7.5491686,-14.192905,26.108845,-1.9757748,-0.55647373,-9.924986,-0.40550756,-2.5496273,2.627916,-3.6100206,-2.1411333,1.049303,0.37903273,-2.939461,-1.3810558,-0.2207047
SUPIR:ava_images___645845,SUPIR,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,1.2984924,-4.291123,-4.962534,-9.335298,-10.691232,-5.383046,6.674215,-3.0298395,-6.186916,-7.293886,4.1688433,-2.5850973,-0.5889373,4.33108,3.7357686,-2.0235236,-7.5679646,8.848047,-0.4241767,-8.175225,5.92925,-1.0832529,-6.331991,-1.7792182,0.85907614,0.15678263,-1.1950879,-2.9977465,6.7819586,2.795138,-2.0847504,-1.8366795,2.3247967,-2.8662984,1.4439098,-0.03164792,1.7414021,0.24431047,0.030683994,2.4050193,-1.6629646,1.4081467,-4.5730696,-1.4647286,-0.43501663,-2.4040112,0.2965746,3.3444216,-0.9767504,-3.816038
SUPIR:ava_images___699615,SUPIR,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,-13.478998,-2.7915745,-56.42961,194.56221,20.501263,11.765109,0.46117973,17.744797,-0.68222237,-5.1678524,-9.488248,2.5097256,-18.84926,0.43127143,7.192625,1.728897,4.655342,-4.857193,2.007882,-4.2365255,-4.97494,-1.3062248,-2.369849,-1.6178489,-3.2416582,2.2016182,-1.1223068,-1.6206291,2.628749,-1.0706401,3.3900905,-0.44088626,-3.4182258,2.6218128,4.928125,5.5079594,-8.918298,-1.4479508,0.32932496,-2.682074,11.695309,-17.53516,10.926283,-39.019825,-6.4583607,0.096818924,-8.19004,-1.855046,-3.6460576,1.0355219
SUPIR:ava_images___710191,SUPIR,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-15.85206,-6.3407454,0.30685425,-13.629477,-9.892957,11.284932,4.1183496,-12.271273,-9.623678,-5.739359,-11.030678,-11.3436985,-4.1314077,-4.915841,-20.588217,101.46033,91.54745,20.234034,17.990438,-4.1657467,1.2371656,12.352445,-5.304618,1.321682,-1.0527135,1.4678192,2.5176768,1.760478,-2.4478493,-1.2456394,0.5075915,-1.8214109,-3.4070168,4.116158,0.66965973,0.95502496,-3.5275612,-3.32434,1.5246816,-3.3948913,-4.2837167,-3.2599025,9.046801,-7.788388,7.363545,19.221428,59.482384,17.904316,-27.667078,-3.7892008
SUPIR:ava_images___737450,SUPIR,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,-22.920166,-5.707429,-9.974698,21.842793,-1.9365963,-14.746735,9.83112,-37.33909,-5.0711718,88.01098,24.64047,-35.320652,115.937195,-6.4547863,-8.506544,-3.8133864,-2.321607,-8.4514,4.6461234,1.6388249,4.9652166,1.2780161,2.1208699,9.163867,5.576852,0.5679941,1.5974832,-1.7870687,0.124403,1.5458937,-1.4229655,-0.23076963,-0.6825161,-0.7640575,-0.179093,2.490743,-1.2654133,-1.7134335,1.0939772,-0.5011809,0.36630118,-0.5034981,2.804507,-3.7311816,0.6160078,-0.027745247,0.28010583,-1.0793989,-1.7242408,2.4951413
SUPIR:ava_images___74410,SUPIR,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,-13.020606,-10.684522,-6.0285892,-9.156525,0.62282383,-14.166325,-0.98971844,-11.85651,-7.2301817,-7.3206496,-8.744221,-11.244822,-2.2087188,6.680876,-2.3524919,3.595466,-6.7418633,-5.893046,10.008308,-4.9756613,-1.9596009,-12.2114525,-4.4937186,-17.73145,-11.777653,-41.018257,-40.349735,-49.31343,-34.970436,-1.202168,2.0703537,0.7331306,-0.104972005,1.5328361,1.9102935,-2.1045551,2.3537416,0.27810755,-0.5364759,-0.37292987,0.9342073,-1.5298083,-0.772444,0.027941942,-3.6127777,1.658915,-0.45296717,-0.89003205,1.6086543,2.544648
SUPIR:ava_images___751927,SUPIR,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,-11.731592,-6.586901,-4.9360614,-14.146322,1.3781602,-28.884892,42.670918,8.134669,-16.75048,-1.4280272,6.685357,-7.3431625,5.6532607,119.386475,90.87227,11.198954,7.234624,20.53073,-39.970184,6.588982,8.62704,-0.95097876,3.249176,3.4994373,2.3450384,0.13140583,1.4653087,0.4070921,-0.1185894,-1.4849087,-1.5114008,-2.455727,-0.98191404,-0.15823591,1.2084266,0.5208249,-0.84895325,0.5289724,0.041480184,-1.1841227,0.4082502,-0.5496571,1.640412,-0.13375902,-2.3404484,-1.7308626,0.89551544,0.13426805,0.74308795,0.8972821
SUPIR:ava_images___773899,SUPIR,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-5.607703,-11.014611,-7.6979427,-12.268575,-8.979762,-2.8872843,-7.348555,-5.917127,-5.89661,-16.0448,-12.855025,-13.82068,-4.3475537,-10.24252,2.0897753,-4.0727873,-3.2846975,3.3505259,-1.377109,-33.235928,-15.954997,-19.354065,80.26508,42.58692,-26.43932,-2.6272402,2.5832038,1.2312974,0.78941727,2.6858585,0.9877988,1.9096348,-0.060017943,1.4381222,0.42269778,1.1722555,-1.5198455,-2.3945718,-1.8528183,-1.4830459,-0.5754273,-0.61094713,-0.82020736,-1.9427936,2.6196222,-1.7056694,0.7417457,0.6445843,-0.8199556,-0.27444795
SUPIR:ava_images___827653,SUPIR,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-5.8001213,-12.59263,-0.26448345,-7.491951,-6.110778,-6.0080457,-0.019696236,-1.2922592,-3.8521526,-1.9006453,5.9895897,1.1355839,2.0524068,-0.7640596,-0.21955752,0.6635487,-9.191869,13.606888,-3.5444365,-2.1018448,-3.299479,0.81447697,-0.11954534,-5.6321936,2.95719,-3.781858,7.945972,-2.828893,-2.631689,1.6523596,-2.1454701,-5.135181,0.0962922,-3.4177394,1.208754,3.5522196,1.0763326,-2.0118446,0.069461346,2.5879097,3.5394692,-1.3681555,-0.33183503,1.9594212,0.18595123,0.8538227,-5.9571915,-0.30557775,-2.9933577,3.5947022
SUPIR:ava_images___842206,SUPIR,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-15.501822,-1.1049299,-4.4609523,-6.401928,-1.547236,-3.2846174,9.156248,-1.0448637,9.433331,0.9730387,0.9980743,-3.4276986,-3.1808872,-2.060038,-11.14613,-2.1240418,12.409584,-2.8787913,-1.3680925,0.27918816,0.36427665,4.0587463,0.44333437,-8.60135,1.1266261,-3.7007623,-1.240912,-4.765019,3.607421,0.1546039,0.124932885,2.7530243,-1.9900191,-0.11047757,4.05694,-1.2599974,-4.7040286,-6.655106,0.41415024,-1.1497539,-0.23441279,-3.6157842,6.4420986,3.7780342,2.4816818,-0.23806906,-5.9892054,-1.3869913,1.8451406,-0.028918266
SUPIR:ava_images___846773,SUPIR,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-21.031488,-14.9718075,-13.759644,-4.1195564,-2.6529727,-14.698694,5.628718,-13.1833725,1.0316877,-8.50214,9.168021,1.9048758,-17.448685,18.087175,-42.10897,-60.818005,38.18821,-4.705196,-17.224945,18.485786,30.510338,68.72263,28.306774,-15.940585,-1.7794356,-3.884731,10.779581,-10.330547,-1.3206043,0.2910629,-1.2935662,0.5886519,0.30807596,-0.2741034,-0.23279464,-0.8613868,-1.429513,0.38130614,0.6496796,0.3110118,-0.742932,1.3365334,-1.3942635,0.10156274,0.80434895,0.08857679,-0.42103195,0.014729261,0.29875195,-0.620733
SUPIR:ava_images___857447,SUPIR,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-20.361904,0.56001854,-6.7015,-17.621433,12.55544,-14.877596,13.514345,-6.4215565,0.7886877,-6.6468515,4.336319,1.6615839,-11.705743,20.021753,-25.172571,-60.34313,65.58046,-27.737131,-0.57155704,22.02738,-45.72415,-58.376457,-29.904629,23.875027,-0.64323294,7.043642,1.8480649,6.045865,-2.2619953,1.410795,0.3580706,-0.4167955,-0.01491636,-0.06526387,-0.025052428,-0.26940107,-2.413327,-1.5833093,-0.6782813,-1.373193,-0.8737599,-2.3238144,-1.0405524,0.24779701,1.5387292,0.70703983,-1.6011822,-0.80122495,-1.0054579,-0.7695141
SUPIR:ava_images___864250,SUPIR,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-12.848345,0.7700329,-10.16295,-7.931341,1.906516,-0.4860611,29.80003,-41.10684,-12.193876,12.838442,120.269264,115.59942,-16.67928,-21.012014,15.229062,12.909719,-3.4727116,-14.817293,-0.6664076,-16.841934,0.06917977,-1.6942468,2.5599532,3.8833084,-1.2562845,2.6539984,-3.1156602,-5.676958,0.07285023,1.1576357,-0.39859623,3.1266522,-1.8320291,0.39196754,0.7246312,1.4943478,-0.032844543,-0.8028648,-0.1138953,-0.790208,-0.4136994,-0.988693,-0.85565853,-2.0671482,-2.5278492,1.1776104,0.5164447,-0.5948913,-0.43696237,-1.2760941
SUPIR:ava_images___865616,SUPIR,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,17.361078,-15.775919,-12.316254,-19.716679,-18.29732,-16.462513,-81.506516,142.8062,-57.536507,35.54374,38.098854,1.3280582,1.4238386,3.5570002,-8.866123,3.2712615,1.4218364,-4.1828523,-0.8016195,2.4207158,-2.28022,2.1288853,-3.392425,1.1392298,-4.6205807,1.2623425,-2.387342,-1.2774011,1.4287395,-0.14835656,-1.7543172,1.1750108,-1.5678663,-1.0482572,0.9787792,0.83247614,-0.29112148,-1.5358917,4.8220406,1.0630063,-2.1432638,-1.1647296,-0.6410068,-4.865485,-9.4698715,-9.135609,19.364944,1.9784721,35.233086,6.1177387
SUPIR:ava_images___953752,SUPIR,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,233.13245,-48.215015,-31.948288,-0.6215086,-11.247233,1.7514629,19.842485,-20.696705,13.302897,12.818794,-6.7563057,4.0407066,0.2786479,4.4840407,-4.492502,-3.0985534,4.186756,3.2857661,0.7176018,2.6921964,-1.4924302,-1.4056587,0.30902204,-4.5031385,-2.6543236,-1.1499281,-0.4452238,-1.9336847,3.0580444,-0.6204529,1.2682748,-1.2463953,1.253447,-0.42030156,-1.7133034,-1.4288769,-1.6540518,0.21117651,-0.34603667,-3.4304228,-1.9786197,-1.1113296,0.12816429,-1.8889793,-0.9629307,3.081684,-2.7951827,6.806075,1.5940131,2.0958006
SUPIR:blur_dataset___out_of_focus0685,SUPIR,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-5.8467903,-12.916765,-7.4903765,-13.817099,-5.9747543,-5.4340925,-5.0224195,-15.821181,-4.004606,-15.254486,-3.876975,-20.751637,-1.779006,1.1796126,-1.346616,0.7260325,-19.46447,-9.443099,-16.539661,-61.977077,-66.37723,53.713116,-33.202705,10.394776,7.1535444,3.6230001,-0.16622448,2.2194986,-2.8278465,-0.5339035,-1.4146563,-1.4448812,-1.3654171,0.08184922,0.3433472,-0.5188072,-0.9111409,-2.4640775,-0.37792325,-2.862434,-1.5786949,-1.575891,1.9193473,-2.4203806,6.152132,-1.7956338,5.0083723,-1.5376525,-0.9564018,1.4690595
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-16.47406,-13.623359,-9.433526,-9.457277,0.6576388,-24.073994,-32.208225,26.136326,53.98165,-29.074383,-83.019165,106.05295,65.67536,17.028025,-9.840761,1.5909538,-7.162592,0.31783783,5.4233704,-0.030833721,-3.0240383,3.6262455,-1.0218085,-2.22059,1.677828,1.5581045,1.6842446,1.6651392,2.6739006,0.011179984,0.08788264,0.66133857,-0.57792354,2.2932153,0.6780158,5.314157,4.148144,-0.043797657,26.231203,2.7672663,-0.54569924,-7.1724806,-3.178827,1.0152347,-0.14772415,1.8315096,2.3256373,0.9378408,-2.826037,5.6249194
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,29.400934,105.48079,5.4981585,-22.934212,180.69684,61.109108,-7.4681063,4.9985495,-24.476044,8.247946,-15.447113,1.9300575,7.196236,-1.9740074,-8.516188,-3.1797528,-0.727664,11.874651,-15.160831,-10.999539,3.283959,-0.40941525,3.1197371,-5.283856,2.2056098,-0.45145226,-1.0085068,-2.8851624,3.1916637,-36.951572,-25.190884,24.933228,-16.85059,12.064639,72.03756,21.446718,-6.808607,3.1607668,-7.0279093,1.1363701,-13.368495,4.2116003,-0.9723728,6.259487,-2.6220665,0.5574498,-1.1785492,2.1359875,0.07761276,0.8274274
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-16.128899,-0.80954456,-15.965038,-13.489224,20.557167,29.400066,-36.82323,24.804245,158.68198,11.56399,47.888817,-36.268845,-18.318089,8.344645,3.2755554,11.715748,-8.692661,-2.403619,2.5350626,2.5526757,2.7778318,-1.0766206,0.083295256,2.1444921,1.5659829,0.3779049,1.683104,-0.90120363,-1.0518837,-1.1520205,0.5290258,1.2731608,-6.5132694,4.573015,-0.2767415,-2.3239312,-5.8390174,-13.692865,1.351085,1.6301473,13.44124,-27.911055,62.30245,36.838814,4.1569014,-1.2159555,-2.0214996,-3.3136804,6.268627,4.096579
SUPIR:voc_emotic_ava___JPEGImages__2008_003883,SUPIR,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-0.6614771,-2.7549343,-4.677019,-4.4694853,-1.2269981,-8.27253,-9.899544,4.187497,-3.897719,-5.029291,-1.263066,-4.1144524,-0.9490113,-6.802903,4.198263,3.3279715,-5.41623,-4.173957,-2.1262364,0.035488605,1.2845446,0.20986605,-0.43473583,-4.2434278,0.3032781,2.6985855,-8.5233135,-2.24466,0.88511944,-2.7572067,-0.6337887,-0.102583885,0.9721998,-4.952594,-0.09429419,-0.7280059,-2.734506,-1.9778482,-0.09931767,-2.642097,-2.4521165,1.1327944,-0.59850955,1.5397527,0.10975742,-5.144301,-2.1174994,4.3615017,4.9155846,0.21181431
SUPIR:voc_emotic_ava___VOC2012__2010_004399,SUPIR,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-7.3880396,34.897755,11.30447,-11.876032,-7.0058136,-17.075678,158.22128,87.27133,17.374912,-29.035757,-1.3834176,-14.746107,16.30935,-38.242237,-10.065259,4.58283,-10.596921,-9.246901,2.5273857,-1.5245042,5.1308603,2.9112568,-3.073803,-3.4699464,3.338664,-1.2146845,-0.805326,-1.0664055,1.4591036,14.635271,11.046104,54.548443,-1.4042311,3.1953845,11.289286,-64.75793,-31.259983,2.1371531,16.122185,6.0098786,-2.1407456,6.737534,0.5404086,-3.8292193,-3.947177,-2.722598,-0.0017795563,-1.1841516,-2.3089628,1.1971514
