sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009
RealESRGAN:ava_images___857447,RealESRGAN,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-22.105255,-6.5390034,-7.2779074,-17.69685,7.1151614,-14.666372,11.002396,-9.028339,0.28501987,-2.9324293
RealESRGAN:ava_images___864250,RealESRGAN,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-12.909215,-0.8708992,-9.0103,-6.3764515,1.7190436,1.7944574,25.631763,-39.00827,-10.19804,15.684116
RealESRGAN:ava_images___865616,RealESRGAN,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,19.443731,-12.665886,-9.659746,-20.230356,-19.240225,-14.293253,-81.45956,150.56161,-62.09442,40.18342
RealESRGAN:ava_images___953752,RealESRGAN,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,233.65875,-48.55799,-29.922094,-1.1458783,-15.021181,2.0661898,17.474293,-18.754612,14.540658,12.142815
RealESRGAN:blur_dataset___out_of_focus0685,RealESRGAN,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,0.28974724,-13.413286,-5.8017917,-14.228416,-6.9871826,-5.8095074,-7.222744,-14.109201,-4.798444,-12.391106
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-15.311356,-10.907849,-5.1280093,-8.032882,-0.19203399,-25.720741,-29.971788,28.876575,54.306503,-28.97889
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,25.58806,89.31468,3.8459196,-25.130527,156.81294,52.696724,-8.743891,1.7170916,-22.09271,7.875223
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-18.267517,-4.272656,-15.37673,-15.400454,14.174938,28.732792,-35.340935,24.959621,158.75363,14.122847
RealESRGAN:voc_emotic_ava___JPEGImages__2008_003883,RealESRGAN,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,3.7938023,-8.526156,-6.8240943,-6.1307716,-2.3230023,-6.0718203,-8.391229,-1.1844921,-4.657263,-5.5519814
RealESRGAN:voc_emotic_ava___VOC2012__2010_004399,RealESRGAN,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-2.8988428,37.15443,7.313944,-7.0632195,-8.759023,-15.835698,177.18494,99.43293,23.184826,-26.66316
RealESRGAN:voc_emotic_ava___VOC2012__2012_004043,RealESRGAN,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,27.737177,175.09146,40.653816,21.250494,-86.33096,-18.005688,-29.095037,-14.836109,7.7109156,-4.1569996
