sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
SUPIR:voc_emotic_ava___JPEGImages__2008_003883,SUPIR,voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___JPEGImages__2008_003883.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-3.5637784,3.537579,-1.0810691,0.35423183,-0.40957478,0.040194273,2.605267,0.35227445,-1.4372945,-1.0537431,0.5852945,0.0371508,1.1620214,0.38743323,1.9131733,0.38194326,-0.24910617,0.1438157,-0.2475041,0.24556178,0.79396164,0.10647377,0.051265895,-0.4200808,0.10276991
SUPIR:voc_emotic_ava___VOC2012__2010_004399,SUPIR,voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2010_004399.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,0.3463773,-2.1740127,-0.4790168,2.4374833,-1.0724341,-2.4402118,-0.9508131,-0.81484115,-0.7259401,0.3253476,0.7588744,-0.83974177,-1.6181569,0.31830198,0.50157607,-1.581288,0.2363658,2.581667,-1.3464589,2.0614858,6.4841084,2.0561614,-1.657835,-1.3841171,0.08449924
SUPIR:voc_emotic_ava___VOC2012__2012_004043,SUPIR,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,-0.8752707,0.6280477,-3.548727,2.369889,-3.7164433,-0.95082176,-5.5055866,-1.9644117,1.5424287,0.30867356,7.1062913,1.2987454,3.0152607,-0.4605256,1.0689893,-0.69301826,2.9196482,-0.7837212,-1.7990184,-1.6694055,-1.935505,0.9458674,-1.2400231,1.0039797,-0.2763927
RealESRGAN:1024x768___4962875195,RealESRGAN,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-0.5997368,1.3888936,1.033033,0.4012918,1.1932936,-4.076561,2.8434565,1.242571,-4.7673426,-1.9391111,1.4577585,-0.99216586,1.4994812,1.9120214,6.696788,1.1794211,-2.6487575,-3.0850058,0.27708974,-0.24254918,0.07099745,0.21600121,-0.6892897,-0.19724259,0.1674174
RealESRGAN:ava_images___101816,RealESRGAN,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,1.5322392,-1.5544815,-0.86668575,1.0786281,-1.5129632,-3.3365393,-0.73426133,-1.2165797,-0.8599819,-0.55260813,0.6214417,0.15774262,-0.8595148,-0.07591094,-1.1519798,-0.14667788,0.10127285,1.2857203,1.3122733,0.3527005,-1.0744184,-1.3565418,3.6798248,-1.134916,2.6311102
RealESRGAN:ava_images___158174,RealESRGAN,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-4.385617,0.83151436,5.087784,-4.7523565,-1.1393129,3.159702,-3.1659367,2.9424584,-0.0031388998,4.162332,3.569879,3.604067,-2.7607372,1.5837375,1.1003634,3.0770319,-3.2464027,2.6581051,2.098539,0.031413313,0.25643548,0.08347823,0.2685544,-0.013779193,-0.45748514
RealESRGAN:ava_images___18037,RealESRGAN,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,9.449142,2.4944715,4.401288,3.140308,-0.21490808,3.3881629,-1.1163146,0.3189275,0.12081784,-0.24942233,-0.61403275,0.25307846,0.605565,-0.6644328,0.48143807,-0.30712542,0.12595236,-1.3543636,0.7066379,0.6070493,-0.7352898,5.017538,2.924307,-0.6686512,-1.8312858
RealESRGAN:ava_images___217590,RealESRGAN,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,4.3137355,0.6488464,2.0387354,2.0883644,-0.18308158,0.52033234,-0.56455797,0.64305377,-0.4675178,0.045447886,-0.20050475,-0.06148666,0.21669775,-0.1039426,-0.46791154,0.011246506,0.15013939,-0.15340176,0.11201836,0.38598433,-0.305884,0.7063428,0.5638064,-0.25813732,-0.6020905
RealESRGAN:ava_images___251530,RealESRGAN,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,8.154414,2.7983813,-8.152114,-5.9196525,-0.14224313,1.6844957,-2.6793585,4.4481473,-3.4243062,-0.11212509,-0.89583457,-0.8836974,-0.3260118,0.22116897,-0.94288564,-1.029771,-0.37226135,0.3464278,-0.5551467,-0.2962669,0.32842055,-0.33431673,-0.17873618,0.14283782,0.11798489
RealESRGAN:ava_images___253900,RealESRGAN,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,0.6094954,7.555235,1.3189033,-1.5889254,3.893027,1.6232789,-2.0365992,-3.366931,4.846009,-0.75223184,1.6021104,-3.425658,-2.9381132,-3.0284057,0.51843274,-0.057301812,-2.683197,-2.5323627,-0.2077813,0.35066146,1.0109687,-0.5546247,-0.42325667,-0.35965344,1.1143734
RealESRGAN:ava_images___273810,RealESRGAN,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-2.658764,-3.2299109,4.44525,-3.2803543,-1.8063608,0.07818365,-1.231591,3.0858603,-1.7546704,1.1547347,-1.4195204,1.4995921,-2.9801986,-4.359996,1.8799337,-3.5133395,3.880147,-2.861642,-0.7334197,-1.520816,0.45244524,-1.1119969,0.5486243,0.1385414,-0.6537821
RealESRGAN:ava_images___295451,RealESRGAN,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-2.357233,-1.8202668,2.4820628,-2.8392694,0.1770673,0.6467593,-0.757504,0.29804865,-0.6360579,0.88708764,-1.6793983,-0.72990084,2.4054751,0.16495079,-0.986675,-3.2606194,-1.1664629,0.4569427,-1.6750101,4.573271,-3.4018438,2.7754478,-2.9471822,3.316467,2.3655207
RealESRGAN:ava_images___308473,RealESRGAN,ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___308473.png,train,-1.5710646,5.99162,0.065562755,-0.7373523,4.6413627,-2.1044798,0.6690394,-2.713873,0.27413398,2.2550917,-3.135076,1.6234839,-0.03479612,0.9019106,2.3648636,-1.3828938,1.6609727,4.112024,-1.9322082,-3.530082,-1.0861704,1.2693326,0.19293115,-0.47241995,0.7858937
RealESRGAN:ava_images___321917,RealESRGAN,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,2.8344607,-0.36029398,-2.7576451,-0.9268444,3.7407758,-0.8971884,-0.00084426254,2.5381265,2.607936,-0.6716057,0.696826,0.25729108,-0.020717919,0.33375973,0.18412873,1.4486204,1.5543396,0.14149907,1.8080332,-0.15919834,-0.815702,-0.5722635,-0.36162683,-1.2918546,-1.2126343
RealESRGAN:ava_images___360165,RealESRGAN,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,0.3498602,-1.479723,1.0287937,0.6483694,-0.111140974,-1.9364588,0.12946403,-0.26336855,-0.8160363,0.1851715,0.06661847,-0.46335652,-0.37302956,0.1889693,-0.20449719,-0.053792782,-0.38281685,0.39749587,0.19492973,0.56572694,-1.3358729,-0.71742666,-0.8068242,0.2986326,0.10015726
RealESRGAN:ava_images___426629,RealESRGAN,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,3.8407278,2.308393,-1.9223659,-1.2210891,-0.004682759,1.5589759,-1.6636286,1.4643453,-0.88554984,0.47073194,0.32704267,0.32109845,-0.67693067,-0.1721974,0.030711353,0.16681895,-0.7917436,0.26175153,-0.20477726,0.7123737,-0.47410858,1.110935,0.34417942,-0.872614,-0.113250375
RealESRGAN:ava_images___436880,RealESRGAN,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-3.0006757,4.29333,-1.1248215,-0.25550693,0.3172878,-2.0688272,-0.7095718,-1.31288,0.28557426,-5.193824,-2.6039553,5.928384,2.931963,-1.8216432,-1.2528766,-0.11894231,-0.21286458,0.42570513,3.560163,1.0474068,1.6546416,-0.3772887,0.3217994,1.9462717,-1.6825801
RealESRGAN:ava_images___46021,RealESRGAN,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-1.2179023,-1.4577637,0.5846861,-1.3015037,1.9095708,-0.41120052,3.8341599,3.219214,3.488239,3.4129522,1.8438766,-0.6849209,6.2735677,-1.6488675,-0.6180996,-3.646006,-2.9243221,0.37329906,-0.074338816,-0.9304816,1.3737087,-1.4322788,1.5205302,-1.4703707,-0.62827384
RealESRGAN:ava_images___472713,RealESRGAN,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-0.7974688,-1.9188384,1.4688792,0.6100943,-1.1731125,-0.5170691,0.26854223,1.7643504,0.6339286,-0.71939415,-0.83888096,-0.2894457,-0.3808276,-0.30227128,-0.4102489,-0.4828088,0.4591934,-0.72978616,-0.27820927,-1.7071632,0.23045483,0.18123108,-0.79698634,1.0835807,1.4610741
RealESRGAN:ava_images___501777,RealESRGAN,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-2.3878818,1.4780123,0.1985911,-0.4020484,-0.40000114,0.7111366,-0.15759526,-0.2941596,-0.25031447,0.6787133,-0.3055116,-0.49635705,1.5351753,-0.3761792,0.2658163,-1.2381686,0.91811085,0.9105133,-0.07991159,0.6513638,0.62357044,0.88693845,-1.0381533,-0.8846581,0.5737264
RealESRGAN:ava_images___564572,RealESRGAN,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,1.0206656,-2.4197266,0.14103529,0.3339706,-0.1035356,-2.0370522,0.7000615,0.13482913,0.22201711,-0.9671122,-0.9876223,-0.04965493,-0.6505501,-0.8828747,-1.7266995,1.9600668,-0.8821895,1.1495663,-1.7120794,-0.7812252,-2.1487722,0.4156177,-2.9244943,-2.4429448,-3.4583154
RealESRGAN:ava_images___588008,RealESRGAN,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,9.295824,2.4144764,7.0867243,4.807841,-0.92248976,3.1532815,0.60121423,0.64811265,-0.5965913,-0.33953068,-0.040427446,1.3674903,1.7304373,1.1502825,-0.04908505,0.10408894,0.8508017,1.1631233,-0.4796833,-0.42360497,0.7975564,-4.0395727,-2.478214,0.31492049,1.7038469
RealESRGAN:ava_images___645845,RealESRGAN,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,1.3921127,-0.39119744,-0.38862827,1.501776,-0.6774559,-1.2771928,-1.1644481,-0.13400006,-0.17132303,0.51221514,0.2552195,0.09343022,-0.23346388,0.04848956,-0.18889295,0.34493637,-0.16789106,-0.028718472,-0.73822707,0.23996437,-0.5587036,0.2495828,-0.22919437,-0.2710247,-0.13600707
RealESRGAN:ava_images___699615,RealESRGAN,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,-0.1009258,-3.6274884,0.1700862,0.4053155,2.5781944,-0.9846685,1.4494919,4.1231227,4.3892837,-0.8077434,-0.18056527,-0.8365231,-0.69967,-0.08133441,-0.43308312,2.5036435,1.6932129,-0.5050856,2.8376064,-2.4719381,0.9762714,2.1755652,-1.500806,2.0665984,3.3209994
RealESRGAN:ava_images___710191,RealESRGAN,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-3.3891354,-0.6976576,1.6215765,-2.881032,-0.6101862,2.8335373,-2.0124328,-1.1037145,-2.5978456,-0.4791928,-2.117561,-5.610382,5.2827554,-4.951305,1.7861458,6.2963967,2.3864894,2.2351005,-0.9885585,0.5498436,1.0991589,-0.6567477,1.5467442,0.50321,0.18343842
RealESRGAN:ava_images___737450,RealESRGAN,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,0.66454256,-2.0655446,0.70751214,0.92299867,-0.2055437,-2.7318556,-0.0570094,0.38781753,-0.37786388,0.028637422,-0.9404256,-0.58358306,-1.0113325,-0.074118465,-0.56485724,-0.12952483,-0.31838414,0.20276251,-0.30021954,-0.5623795,-0.25776154,0.2915655,-0.025548846,0.5975486,0.11052132
RealESRGAN:ava_images___74410,RealESRGAN,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,2.9802203,-1.8070378,-1.8345482,-5.4356127,-6.0641804,0.5225458,7.5623217,-5.8089027,1.5828345,1.0439755,0.3913276,1.3441226,-1.1500471,-0.6199249,0.65034986,1.3883456,0.7640624,-0.3153393,0.80251896,-0.05610975,0.18574718,-0.067759216,-0.5773748,-0.0005517453,0.28761995
RealESRGAN:ava_images___751927,RealESRGAN,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,0.8582149,-2.508499,0.116951615,0.9029158,-1.1615535,-2.5895488,0.34630322,-1.4131058,-1.0319424,0.5745377,-1.0898596,-0.95772845,-1.8226161,0.10072389,-0.6820943,0.19417274,-0.5288117,1.012987,0.18094213,0.016713023,0.036444455,0.06640996,0.016507149,-0.32667625,-1.6788454
RealESRGAN:ava_images___773899,RealESRGAN,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-3.2029047,1.3570724,2.3779767,-4.1593523,1.0979279,0.64127207,-1.3476839,-0.7234285,0.621762,-2.558505,-0.39282745,-0.762426,0.7019002,3.2234778,-0.06734213,-1.2898816,2.7744317,-0.9449526,1.8250474,2.0417798,-0.40584973,-0.671484,-1.4387596,-4.3428493,0.6547309
RealESRGAN:ava_images___827653,RealESRGAN,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-1.7971002,2.516017,0.6254778,-1.8000722,1.3896745,1.1072612,-0.27771798,-0.52425385,1.8021991,-0.047806308,-0.9355556,0.43063658,-0.70150715,-1.3534037,-0.5362455,-0.5969996,-2.1534576,0.6478944,-2.0860734,-0.53271115,-0.6420609,0.67894727,-1.1213512,-0.15749118,0.8834448
RealESRGAN:ava_images___842206,RealESRGAN,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-1.84087,-1.9733424,-1.4522829,2.256638,0.47647464,1.9090822,0.6300683,-0.17639744,-0.59954,-1.0949146,0.390089,0.5875569,-0.274639,-0.38313368,1.5133998,0.4971219,0.14390743,0.1614789,-2.1099894,0.8524449,1.1317234,-0.5429522,0.97096336,0.09661426,0.59550226
RealESRGAN:ava_images___846773,RealESRGAN,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-1.0969359,-5.5887403,-3.3493161,2.5304992,6.624635,4.7634773,2.0325468,-0.0010174513,1.2729735,-0.73442304,1.1985663,2.5617988,-0.9358323,0.9144823,2.2938087,0.9971036,1.26211,0.33921552,-2.5253427,3.0515153,0.19173542,-1.143926,1.9014814,0.96971095,-0.33243167
RealESRGAN:ava_images___857447,RealESRGAN,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-2.5731921,-4.2235036,-2.6694295,2.5823467,2.5050411,7.0516405,-1.0527945,-4.448117,-3.8761632,1.0427163,-0.31016117,-1.2497615,0.31950903,0.726123,-0.6275693,-2.1505516,-1.1504605,-0.7248311,3.84536,-2.6104953,-0.27254143,-0.06386733,-1.3624681,0.45075777,-0.41964087
RealESRGAN:ava_images___864250,RealESRGAN,ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___864250.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___864250.png,train,-2.8243794,-1.5982505,-0.13746509,1.026109,-0.04548291,2.047694,-0.5418831,0.19100949,-1.481786,-2.5807812,-0.32805413,2.8042119,-0.6491458,-2.7160034,-2.703194,1.3871691,-3.9337234,-1.6203177,-3.318113,-1.9525584,-0.6658689,0.54343724,-0.64425933,-2.6260338,2.4834914
RealESRGAN:ava_images___865616,RealESRGAN,ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___865616.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___865616.png,train,-1.1426426,2.0005786,-2.346418,2.8107483,-0.61322397,-1.7290033,-2.576651,-1.1115515,0.31267703,7.252591,-4.069038,1.8142827,1.4099166,1.4561522,-1.2716198,2.9512036,0.30303973,-4.3593297,0.058936507,1.4120978,1.2367413,-0.5802207,-0.30671033,-0.3694673,0.121114254
RealESRGAN:ava_images___953752,RealESRGAN,ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___953752.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___953752.png,train,0.86853886,0.056580305,0.22113326,0.5110919,0.33908144,-2.7583365,-0.64888585,-1.0221397,0.7123248,0.10659201,-0.018638968,-1.7256081,-2.1888573,-0.2639384,-0.71450937,-0.3982315,-1.5370191,0.36792752,0.25934243,0.075980656,-0.3992323,-2.8081203,-0.26035562,3.1423204,-2.9451454
RealESRGAN:blur_dataset___out_of_focus0685,RealESRGAN,blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/blur_dataset___out_of_focus0685.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/blur_dataset___out_of_focus0685.png,train,-2.6304483,-0.5016116,2.99721,-3.0860612,-0.24858229,0.71237445,0.31995213,0.1470891,0.72827226,-1.9902097,0.09839305,-1.4287376,1.0586154,5.858088,-3.027035,0.42325225,-0.25804245,-1.7780547,-3.087426,-3.5380378,2.0326688,0.27060467,2.4523993,2.100474,-0.4837024
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-4.7653255,7.156452,-0.14877012,2.9511693,0.43432808,0.58253574,6.160623,2.7452958,-3.8745763,1.1800243,3.4659088,-1.5933454,-1.191375,-0.81207025,-3.798335,0.4188513,1.9856843,-0.58767486,0.25022322,1.1332492,-0.31705946,0.064438164,0.037142545,0.6069838,-0.21175149
